Number,Year,Title,Genre,Rated,Type,imdbRating,Runtime,Director,Writer,Actors,Language,Country,Awards,imdbVotes,imdbID
9134,2004,A Day Without a Mexican,"Comedy, Drama, Fantasy",R,movie,4.7,100 min,Sergio Arau,"Sergio Arau, Yareli Arizmendi, Sergio Guerrero","Caroline Aaron, Tony Abatemarco, Melinda Allen, Frankie J. Allison","English, Spanish","USA, Mexico, Spain",3 wins & 2 nominations.,"2,804",tt0377744
9136,2001,Charlotte Gray,"Drama, Romance, Thriller",PG-13,movie,6.4,121 min,Gillian Armstrong,"Sebastian Faulks (novel), Jeremy Brock (screenplay)","Cate Blanchett, James Fleet, Abigail Cruttenden, Charlotte McDougall",English,"UK, Australia, Germany",5 nominations.,"9,050",tt0245046
9138,1999,The White River Kid,Comedy,R,movie,4.7,99 min,Arne Glimcher,"John Fergus Ryan (book), David Leland (screenplay)","Bob Hoskins, Antonio Banderas, Ellen Barkin, Wes Bentley",English,USA,0,958,tt0162766
9140,2003,Shredder,Horror,R,movie,4.5,86 min,Greg Huson,"Craig Donald Carlson, Greg Huson","Scott Weinger, Lindsey McKeon, Juleah Weikel, Billy O'Sullivan",English,USA,0,"1,315",tt0282163
9142,1988,Saturday the 14th Strikes Back,"Comedy, Fantasy, Horror",PG,movie,2.8,78 min,Howard R. Cohen,Howard R. Cohen,"Ray Walston, Avery Schreiber, Patty McCormack, Jason Presson",English,USA,0,416,tt0096039
9143,1998,Queen Emeraldas,"Animation, Sci-Fi",N/A,movie,6.9,120 min,Yûji Asada,"Gray G. Haddock (english dialogue), Mugi Kamio, Leiji Matsumoto (comic)","Reiko Tajima, Megumi Hayashibara, Ken'ichi Ogata, Yôko Asagami",Japanese,Japan,0,143,tt0184844
9144,1974,Gone in 60 Seconds,"Action, Crime, Drama",PG,movie,6.5,105 min,H.B. Halicki,H.B. Halicki,"H.B. Halicki, Marion Busia, Jerry Daugirda, James McIntyre",English,USA,0,"6,464",tt0071571
9146,1998,The Rugrats Movie,"Animation, Adventure, Comedy",G,movie,5.9,79 min,"Igor Kovalyov, Norton Virgien","David N. Weiss, J. David Stem, Arlene Klasky (creator ""Rugrats""), Gabor Csupo (creator ""Rugrats""), Paul Germain (creator ""Rugrats"")","Elizabeth Daily, Christine Cavanaugh, Kath Soucie, Melanie Chartoff",English,USA,2 wins & 6 nominations.,"14,161",tt0134067
9149,2000,Ping!,Comedy,PG,movie,4,93 min,Chris Baugh,Albert Ruis,"Judge Reinhold, Clint Howard, Shirley Jones, Lou Ferrigno",English,USA,0,200,tt0228720
9151,2002,Wishcraft,Horror,R,movie,5.2,102 min,"Danny Graves, Richard Wenk",Larry Katz,"Michael Weston, Alexandra Holden, Huntley Ritter, Austin Pendleton",English,USA,0,"1,545",tt0255702
9152,1990,Fire Birds,"Action, Adventure",PG-13,movie,4.6,85 min,David Green,"Step Tyner (story), John K. Swensson (story), Dale Dye (story), Nick Thiel (screenplay), Paul F. Edwards (screenplay)","Nicolas Cage, Tommy Lee Jones, Sean Young, Bryan Kestner",English,USA,0,"4,792",tt0099575
9153,2003,Slaves of the Realm,"Fantasy, Action, Adventure",R,movie,3.5,99 min,Lloyd A. Simandl,Chris Hyde,"Rena Mero, Daniela Krhutova, Lucie Vondrácková, Ryan MacDonald",English,"Canada, Czech Republic",0,151,tt0366291
9154,1984,Sheena,"Adventure, Fantasy",PG,movie,4.8,117 min,John Guillermin,"David Newman (screenplay), Lorenzo Semple Jr. (screenplay), David Newman (story), Leslie Stevens (story)","Tanya Roberts, Ted Wass, Donovan Scott, Elizabeth of Toro",English,"UK, USA",5 nominations.,"3,369",tt0088103
9155,2002,A Charlie Brown Valentine,"Animation, Comedy, Family",N/A,movie,7.2,22 min,Bill Melendez,"Charles M. Schulz (created by), Charles M. Schulz","Wesley Singerman, Lauren Schaffel, Corey Padnos, Emily Lalande",English,USA,0,608,tt0283987
9156,2002,Dragonfly,"Drama, Fantasy, Mystery",PG-13,movie,6.1,104 min,Tom Shadyac,"Brandon Camp (story), Mike Thompson (story), David Seltzer (screenplay), Brandon Camp (screenplay), Mike Thompson (screenplay)","Kevin Costner, Susanna Thompson, Joe Morton, Ron Rifkin","English, Spanish","USA, Germany",1 nomination.,"31,976",tt0259288
9160,2002,Treasure Planet,"Animation, Adventure, Family",PG,movie,7.1,95 min,"Ron Clements, John Musker","Robert Louis Stevenson (based on the novel ""Treasure Island"" by), Ron Clements (screenplay), John Musker (screenplay), Rob Edwards (screenplay), Ron Clements (animation story by), John Musker (animation story by), Ted Elliott (animation story by), Terry Rossio (animation story by)","Roscoe Lee Browne, Corey Burton, Dane A. Davis, Joseph Gordon-Levitt",English,USA,Nominated for 1 Oscar. Another 1 win & 13 nominations.,"72,596",tt0133240
9167,1998,Major Saab,"Action, Drama, Romance",N/A,movie,5.2,165 min,Tinnu Anand,"Robin Bhatt (screenplay), Robin Bhatt (story), Santosh Saroj (dialogue), Santosh Saroj (screenplay)","Amitabh Bachchan, Ajay Devgn, Sonali Bendre, Nafisa Ali",Hindi,India,0,"1,544",tt0172761
9169,1966,A Funny Thing Happened on the Way to the Forum,"Comedy, Musical",APPROVED,movie,7,99 min,Richard Lester,"Melvin Frank (screenplay), Michael Pertwee (screenplay), Burt Shevelove (book), Larry Gelbart (book), Titus Maccius Plautus (based on the play by)","Zero Mostel, Phil Silvers, Buster Keaton, Michael Crawford",English,"USA, UK",Won 1 Oscar. Another 1 nomination.,"6,860",tt0060438
9170,2001,Ghost World,"Comedy, Drama",R,movie,7.4,111 min,Terry Zwigoff,"Daniel Clowes (comic book), Daniel Clowes, Terry Zwigoff","Thora Birch, Scarlett Johansson, Steve Buscemi, Brad Renfro",English,"USA, UK, Germany",Nominated for 1 Oscar. Another 28 wins & 55 nominations.,"96,677",tt0162346
9172,1996,Idiot Box,"Comedy, Crime, Drama",N/A,movie,6.4,83 min,David Caesar,David Caesar,"Ben Mendelsohn, Jeremy Sims, John Polson, Graeme Blundell",English,Australia,9 nominations.,656,tt0116604
9175,1976,The Shootist,"Drama, Romance, Western",PG,movie,7.7,100 min,Don Siegel,"Glendon Swarthout (novel), Miles Hood Swarthout (screenplay), Scott Hale (screenplay)","John Wayne, Lauren Bacall, Ron Howard, James Stewart",English,USA,Nominated for 1 Oscar. Another 1 win & 3 nominations.,"17,432",tt0075213
9178,1979,Hardcore,"Drama, Thriller",R,movie,7,109 min,Paul Schrader,Paul Schrader,"George C. Scott, Peter Boyle, Season Hubley, Dick Sargent",English,USA,4 nominations.,"5,492",tt0079271
9180,2002,Miranda,"Comedy, Romance, Thriller",R,movie,5.5,90 min,Marc Munden,Rob Young,"Christina Ricci, John Simm, Kyle MacLachlan, John Hurt",English,"UK, Germany",0,"1,687",tt0280949
9181,1992,Khiladi,"Action, Thriller",N/A,movie,7.5,157 min,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","Aadesh K. Arjun (additional dialogue), Saroj Khan (screenplay), Saroj Khan (story), Naeem-Ejaz (dialogue)","Akshay Kumar, Ayesha Jhulka, Deepak Tijori, Sabeeha",Hindi,India,0,"4,425",tt0104605
9183,1994,Shopping,"Action, Crime, Drama",R,movie,5.4,87 min,Paul W.S. Anderson,Paul W.S. Anderson,"Sadie Frost, Jude Law, Sean Pertwee, Fraser James",English,"UK, Japan",1 nomination.,"2,119",tt0111173
9185,2002,Dead Heat,"Action, Comedy, Crime",R,movie,5.4,120 min,Mark Malone,Mark Malone,"Kiefer Sutherland, Anthony LaPaglia, Radha Mitchell, Lothaire Bluteau",English,"Canada, Germany",2 nominations.,"1,081",tt0277744
9186,2004,Hittin' It!,Comedy,R,movie,2.8,81 min,David Daniel,"Ron Rotholz (story), Brian Ash (screenplay), Myles Reiff (screenplay)","Walker Howard, Luther Campbell, Maurice Patton, Anthony Johnson",English,USA,0,126,tt0390096
9187,2004,Sacred Planet,"Documentary, Short",G,movie,6.3,40 min,Jon Long,"Karen Fernandez Long, Jon Long","Robert Redford, Arapata McKay, Tsaan Ciqae, Mae Tui",English,"Canada, Malaysia, USA",0,209,tt0353965
9188,1988,Cocktail,"Comedy, Drama, Romance",R,movie,5.8,104 min,Roger Donaldson,Heywood Gould (screenplay),"Tom Cruise, Bryan Brown, Elisabeth Shue, Lisa Banes","English, Spanish Sign Language",USA,Nominated for 1 Golden Globe. Another 6 wins & 4 nominations.,"61,144",tt0094889
9189,1995,Crimson Tide,"Action, Drama, Thriller",R,movie,7.3,116 min,Tony Scott,"Michael Schiffer (story), Richard P. Henrick (story), Michael Schiffer (screenplay)","Denzel Washington, Gene Hackman, Matt Craven, George Dzundza",English,USA,Nominated for 3 Oscars. Another 5 wins & 6 nominations.,"81,737",tt0112740
9190,2000,The Crossing,"Biography, Drama, History",N/A,movie,7.2,89 min,Robert Harmon,"Howard Fast (novel), Howard Fast (teleplay)","Jeff Daniels, Roger Rees, Sebastian Roché, Steven McCarthy",English,USA,Nominated for 1 Primetime Emmy. Another 2 wins.,"1,437",tt0210628
9191,1972,Lone Wolf and Cub: Baby Cart in Peril,Action,UNRATED,movie,7.8,81 min,Buichi Saitô,"Kazuo Koike (story), Goseki Kojima (story), Kazuo Koike","Tomisaburô Wakayama, Yoichi Hayashi, Michi Azuma, Akihiro Tomikawa",Japanese,Japan,0,"2,590",tt0143348
9194,2002,Deadly Outlaw: Rekka,"Crime, Drama, Romance",N/A,movie,6.8,96 min,Takashi Miike,Shigenori Takechi,"Riki Takeuchi, Ryôsuke Miki, Ken'ichi Endô, Mika Katsumura",Japanese,Japan,0,"1,351",tt0352465
9197,2004,D.E.B.S.,"Action, Comedy, Romance",PG-13,movie,5.3,91 min,Angela Robinson,Angela Robinson,"Sara Foster, Jordana Brewster, Meagan Good, Devon Aoki",English,USA,1 win & 2 nominations.,"12,286",tt0367631
9199,1974,Bring Me the Head of Alfredo Garcia,"Action, Crime, Drama",R,movie,7.5,112 min,Sam Peckinpah,"Frank Kowalski (story), Sam Peckinpah (story), Sam Peckinpah (screenplay), Gordon T. Dawson (screenplay)","Warren Oates, Isela Vega, Robert Webber, Gig Young","English, Spanish","USA, Mexico",0,"13,728",tt0071249
9202,1963,It Happened at the World's Fair,"Comedy, Musical, Romance",N/A,movie,6.1,105 min,Norman Taurog,"Si Rose, Seaman Jacobs","Elvis Presley, Joan O'Brien, Gary Lockwood, Vicky Tiu","English, Chinese",USA,0,"1,716",tt0057191
9203,2000,Waiting for the Messiah,"Comedy, Drama",R,movie,6.8,97 min,Daniel Burman,"Daniel Burman, Emiliano Torres","Daniel Hendler, Enrique Piñeyro, Héctor Alterio, Melina Petriella","Spanish, Yiddish","Spain, Italy, Argentina",5 wins & 9 nominations.,574,tt0248001
9204,1990,Young Guns II,"Action, Western",PG-13,movie,6.4,104 min,Geoff Murphy,"John Fusco (characters), John Fusco","Emilio Estevez, Kiefer Sutherland, Lou Diamond Phillips, Christian Slater",English,USA,Nominated for 1 Oscar. Another 2 wins & 2 nominations.,"24,041",tt0100994
9207,1979,The Brood,"Horror, Sci-Fi",R,movie,6.9,92 min,David Cronenberg,David Cronenberg,"Oliver Reed, Samantha Eggar, Art Hindle, Henry Beckman",English,Canada,1 win & 5 nominations.,"18,080",tt0078908
9208,1985,Pale Rider,Western,R,movie,7.3,115 min,Clint Eastwood,"Michael Butler, Dennis Shryack","Clint Eastwood, Michael Moriarty, Carrie Snodgress, Chris Penn",English,USA,2 wins & 1 nomination.,"39,872",tt0089767
9211,1995,Blue Juice,"Comedy, Drama, Romance",R,movie,5.2,90 min,Carl Prechezer,"Peter Salmi (screenplay), Carl Prechezer (screenplay), Peter Salmi (original idea), Carl Prechezer (original idea), Tim Veglio (original idea)","Sean Pertwee, Catherine Zeta-Jones, Steven Mackintosh, Ewan McGregor",English,UK,0,"2,137",tt0112537
9215,1985,Moving Violations,Comedy,PG-13,movie,5.7,90 min,Neal Israel,"Neal Israel (screenplay), Pat Proft (screenplay), Paul Boorstin (story), Sharon Boorstin (story)","John Murray, Jennifer Tilly, James Keach, Brian Backer",English,USA,0,"2,899",tt0089629
9216,1996,Tieta of Agreste,"Comedy, Drama, Romance",N/A,movie,7.1,140 min,Carlos Diegues,"João Ubaldo Ribeiro (screenplay), Antônio Calmon (screenplay), Carlos Diegues (screenplay), Jorge Amado (freely adapted from the novel by)","Sonia Braga, Marília Pêra, Chico Anysio, Cláudia Abreu",Portuguese,"Brazil, UK, France",3 wins & 1 nomination.,776,tt0117910
9218,1986,Lady Jane,"Biography, Drama, History",PG-13,movie,7.2,142 min,Trevor Nunn,"Chris Bryant (story), David Edgar","Helena Bonham Carter, Cary Elwes, John Wood, Michael Hordern",English,UK,0,"5,145",tt0091374
9220,2004,Kangaroo Jack: G'Day USA,"Animation, Family",N/A,movie,3.8,75 min,Ron Myrick,"Adam Scheinman, Andrew Scheinman","Josh Keaton, Ahmed Best, Kath Soucie, Jeff Bennett",English,USA,0,178,tt0459425
9222,1996,Dear God,Comedy,PG,movie,5.3,112 min,Garry Marshall,"Warren Leight, Ed Kaplan","Greg Kinnear, Laurie Metcalf, Maria Pitillo, Tim Conway",English,USA,0,"3,140",tt0116059
9223,1974,Foxy Brown,"Action, Crime, Thriller",R,movie,6.5,92 min,Jack Hill,Jack Hill,"Pam Grier, Antonio Fargas, Peter Brown, Terry Carter",English,USA,0,"6,609",tt0071517
9224,1999,The Best Man,"Comedy, Drama",R,movie,6.7,120 min,Malcolm D. Lee,Malcolm D. Lee,"Taye Diggs, Nia Long, Morris Chestnut, Harold Perrineau",English,USA,7 wins & 11 nominations.,"6,536",tt0168501
9226,1997,The Winter Guest,Drama,R,movie,7.1,108 min,Alan Rickman,"Josep Llurba (translation and adaptation), Sharman Macdonald (play), Sharman Macdonald (screenplay), Alan Rickman","Phyllida Law, Emma Thompson, Sheila Reid, Sandra Voe",English,"UK, USA",5 wins & 9 nominations.,"2,890",tt0120521
9227,1989,The Church,"Fantasy, Horror",R,movie,6.2,102 min,Michele Soavi,"Nick Alexander (dialogue: English version), Dario Argento (story and screenplay), Franco Ferrini (story and screenplay), Michele Soavi (screenplay)","Hugh Quarshie, Tomas Arana, Feodor Chaliapin Jr., Barbara Cupisti","English, Italian, Hungarian, Latin",Italy,0,"4,222",tt0094860
9228,1972,Sleuth,"Mystery, Thriller",PG,movie,8.1,138 min,Joseph L. Mankiewicz,"Anthony Shaffer (play), Anthony Shaffer (screenplay)","Laurence Olivier, Michael Caine, Alec Cawthorne, John Matthews","English, Italian","USA, UK",Nominated for 4 Oscars. Another 5 wins & 7 nominations.,"37,245",tt0069281
9229,1988,Colors,"Action, Crime, Drama",R,movie,6.7,120 min,Dennis Hopper,"Michael Schiffer (screenplay), Michael Schiffer (story), Richard Di Lello (story)","Sean Penn, Robert Duvall, Maria Conchita Alonso, Randy Brooks","English, Spanish",USA,1 win.,"19,368",tt0094894
9230,1983,Max Dugan Returns,"Comedy, Drama",PG,movie,6.6,98 min,Herbert Ross,Neil Simon,"Marsha Mason, Jason Robards, Donald Sutherland, Matthew Broderick",English,USA,1 nomination.,"2,733",tt0085919
9231,2003,Love Me If You Dare,"Comedy, Drama, Romance",R,movie,7.7,93 min,Yann Samuell,Yann Samuell,"Guillaume Canet, Marion Cotillard, Thibault Verhaeghe, Joséphine Lebas-Joly",French,"France, Belgium",5 wins & 2 nominations.,"56,005",tt0364517
9233,1986,Black Moon Rising,"Action, Thriller",R,movie,5.4,100 min,Harley Cokeliss,"John Carpenter (story), John Carpenter (screenplay), Desmond Nakano (screenplay), William Gray (screenplay)","Tommy Lee Jones, Linda Hamilton, Robert Vaughn, Richard Jaeckel",English,USA,1 nomination.,"3,790",tt0090735
9234,1998,Mighty Joe Young,"Action, Adventure, Family",PG,movie,5.6,114 min,Ron Underwood,"Merian C. Cooper (story), Ruth Rose (earlier screenplay), Mark Rosenthal (screenplay), Lawrence Konner (screenplay)","Charlize Theron, Bill Paxton, Rade Serbedzija, Peter Firth","English, Swahili",USA,Nominated for 1 Oscar. Another 1 win & 3 nominations.,"23,112",tt0120751
9235,1997,G.I. Jane,"Action, Drama, War",R,movie,5.8,125 min,Ridley Scott,"Danielle Alexandra (story), David Twohy (screenplay), Danielle Alexandra (screenplay)","Demi Moore, Viggo Mortensen, Anne Bancroft, Jason Beghe",English,"USA, UK",2 wins & 3 nominations.,"60,892",tt0119173
9237,1990,The Witches,"Adventure, Comedy, Fantasy",PG,movie,6.8,91 min,Nicolas Roeg,"Roald Dahl (book), Allan Scott (screenplay)","Anjelica Huston, Mai Zetterling, Jasen Fisher, Rowan Atkinson",English,"UK, USA",Nominated for 1 BAFTA Film Award. Another 3 wins & 7 nominations.,"24,734",tt0100944
9239,1979,The Lady in Red,"Action, Drama, Romance",R,movie,6.1,93 min,Lewis Teague,John Sayles,"Pamela Sue Martin, Robert Conrad, Louise Fletcher, Robert Hogan",English,USA,0,671,tt0079429
9240,1990,Pacific Heights,Thriller,R,movie,6.4,102 min,John Schlesinger,Daniel Pyne,"Melanie Griffith, Matthew Modine, Michael Keaton, Mako",English,USA,0,"14,209",tt0100318
9241,2000,Before Night Falls,"Biography, Drama, Romance",R,movie,7.3,133 min,Julian Schnabel,"Cunningham O'Keefe, Lázaro Gómez Carriles, Julian Schnabel, Reynaldo Arenas (memoir ""Before Night Falls""), Jana Bokova (documentary ""Havana"")","Olatz López Garmendia, Giovanni Florido, Loló Navarro, Batan Silva","English, Spanish, Russian, French",USA,Nominated for 1 Oscar. Another 15 wins & 20 nominations.,"20,966",tt0247196
9242,1999,All About My Mother,Drama,R,movie,7.9,101 min,Pedro Almodóvar,Pedro Almodóvar,"Cecilia Roth, Marisa Paredes, Candela Peña, Antonia San Juan","Spanish, Catalan","Spain, France",Won 1 Oscar. Another 56 wins & 37 nominations.,"69,368",tt0185125
9245,2002,Infested,"Horror, Sci-Fi",R,movie,2.9,84 min,Josh Olson,Josh Olson,"Zach Galligan, Lisa Ann Hadley, Daniel Jenkins, Amy Jo Johnson",English,USA,0,"1,100",tt0287497
9248,1992,Grand Tour: Disaster in Time,"Mystery, Sci-Fi",N/A,movie,6.6,99 min,David Twohy,"Henry Kuttner (novel), C.L. Moore (novel), David Twohy (screenplay)","Jeff Daniels, Ariana Richards, Emilia Crow, Jim Haynie",English,USA,2 wins & 3 nominations.,"1,969",tt0104362
9249,2000,Fox: The Blockbuster Years,Documentary,N/A,movie,6.6,N/A,"Kevin Burns, Shelley Lyons","Kevin Burns, Jerry Decker, Ed Singer","Irwin Allen, Robert Altman, Don Ameche, Kevin Anderson",English,USA,0,92,tt0320996
9253,1921,Destiny,"Fantasy, Thriller",N/A,movie,7.6,114 min,Fritz Lang,"Fritz Lang, Thea von Harbou","Lil Dagover, Walter Janssen, Bernhard Goetzke, Hans Sternberg",German,Germany,0,"3,287",tt0012494
9254,1985,The Goonies,"Adventure, Comedy, Family",PG,movie,7.8,114 min,Richard Donner,"Steven Spielberg (story), Chris Columbus (screenplay)","Sean Astin, Josh Brolin, Jeff Cohen, Corey Feldman","English, Spanish, Cantonese, Italian",USA,2 wins & 6 nominations.,"179,612",tt0089218
9256,1994,Tom & Viv,"Biography, Drama, Romance",PG-13,movie,6.5,115 min,Brian Gilbert,"Michael Hastings (play), Michael Hastings, Adrian Hodges","Willem Dafoe, Miranda Richardson, Rosemary Harris, Tim Dutton",English,"UK, USA",Nominated for 2 Oscars. Another 3 wins & 3 nominations.,"1,281",tt0111454
9261,2002,Magic of Fellini,Documentary,TV-14,movie,6.1,56 min,Carmen Piccini,Carmen Piccini,"Woody Allen, Roberto Benigni, Claudia Cardinale, Charlotte Chandler","English, Italian",USA,0,265,tt0407969
9262,1993,Life with Mikey,"Comedy, Family",PG,movie,5.5,91 min,James Lapine,Marc Lawrence,"Michael J. Fox, Christina Vidal, Nathan Lane, Cyndi Lauper",English,USA,2 wins & 2 nominations.,"4,519",tt0107413
9264,1999,Love and Action in Chicago,"Comedy, Drama, Romance",R,movie,4.9,91 min,Dwayne Johnson-Cochran,Dwayne Johnson-Cochran,"Courtney B. Vance, Regina King, Jason Alexander, Kathleen Turner",English,USA,1 win & 5 nominations.,340,tt0176948
9265,1992,Batman Returns,Action,PG-13,movie,7,126 min,Tim Burton,"Bob Kane (Batman characters), Daniel Waters (story), Sam Hamm (story), Daniel Waters (screenplay)","Michael Keaton, Danny DeVito, Michelle Pfeiffer, Christopher Walken",English,"USA, UK",Nominated for 2 Oscars. Another 2 wins & 16 nominations.,"218,341",tt0103776
9267,1990,Tune in Tomorrow,"Comedy, Romance",PG-13,movie,6.3,107 min,Jon Amiel,"Mario Vargas Llosa (novel), William Boyd","Barbara Hershey, Keanu Reeves, Peter Falk, Bill McCutcheon",English,USA,2 wins.,"1,444",tt0100822
9268,1999,I'm Still Here . . . Damn It!,"Comedy, Music",N/A,movie,6.8,90 min,Marty Callner,Sandra Bernhard,Sandra Bernhard,English,USA,0,120,tt0250711
9269,2001,Stiletto Dance,"Drama, Action, Crime",R,movie,5.4,97 min,Mario Azzopardi,Alfonse Ruggiero,"Eric Roberts, Romano Orzari, Shawn Doyle, Brett Porter",English,"Canada, USA",0,365,tt0287730
9270,1998,Still Crazy,"Comedy, Drama, Music",R,movie,7.1,95 min,Brian Gibson,"Dick Clement, Ian La Frenais","Stephen Rea, Billy Connolly, Jimmy Nail, Timothy Spall",English,UK,Nominated for 2 Golden Globes. Another 2 wins & 3 nominations.,"6,363",tt0149151
9271,1993,Man's Best Friend,"Comedy, Horror, Sci-Fi",R,movie,5.1,87 min,John Lafia,John Lafia,"Ally Sheedy, Lance Henriksen, Robert Costanzo, Fredric Lehne",English,USA,1 win & 4 nominations.,"3,046",tt0107504
9272,1988,The Good Mother,"Drama, Romance",R,movie,5.9,103 min,Leonard Nimoy,"Michael Bortman (screenplay), Sue Miller (based upon the novel by)","Diane Keaton, Liam Neeson, Jason Robards, Ralph Bellamy",English,USA,0,"1,296",tt0095238
